BldgID,YearBuilt
NJBF000051833,1969
NJBF000051816,1969
NJBF000054599,1969
NJBF000059890,1928
NJBF000051448,1969
NJBF000053786,1930
NJBF000066079,1900
NJBF000061726,1979
NJBF000053860,1969
NJBF000064965,2001
NJBF000063621,1962
NJBF000076682,1929
NJBF000072443,1900
NJBF000051948,1930
NJBF000054092,1989
NJBF000057577,1954
NJBF000071904,1900
NJBF000092134,1930
NJBF000060476,2008
NJBF000053291,2007
NJBF000060878,1942
NJBF000052553,1979
NJBF000062291,1920
NJBF000062365,1920
NJBF000066651,1975
NJBF000060225,1964
NJBF000064652,1967
NJBF000062100,1957
NJBF000054060,2015
NJBF000054897,1930
NJBF000064273,1960
NJBF000064478,1969
NJBF000069906,1900
NJBF000056210,1930
NJBF000053855,1959
NJBF000063281,1970
NJBF000056508,1969
NJBF000060188,1925
NJBF000057332,2016
NJBF000054500,1970
NJBF000062530,1977
NJBF000058552,1983
NJBF000055148,1959
NJBF000063841,1989
NJBF000063882,1989
NJBF000055758,1950
NJBF000066429,1969
NJBF000060846,1920
NJBF000064387,1991
NJBF000064037,1981
NJBF000062237,1977
NJBF000064046,1969
NJBF000063961,1969
NJBF000084081,1958
NJBF000069055,1969
NJBF000069097,1969
NJBF000055341,2003
NJBF000055398,2003
NJBF000069736,1969
NJBF000069218,1900
NJBF000057700,2004
NJBF000054340,2001
NJBF000060201,1950
NJBF000058992,1952
NJBF000053168,1978
NJBF000056923,1954
NJBF000060368,1953
NJBF000054112,1986
NJBF000054134,2003
NJBF000058953,1928
NJBF000063369,1964
NJBF000057606,1945
NJBF000060686,2016
NJBF000058342,1950
NJBF000066779,1971
NJBF000060494,1930
NJBF000056716,1930
NJBF000059443,1954
NJBF000058754,1929
NJBF000056756,1925
NJBF000054144,1928
NJBF000059609,1925
NJBF000059606,1925
NJBF000058910,1954
NJBF000058736,1950
NJBF000056608,1984
NJBF000060440,1957
NJBF000054520,1935
NJBF000060063,1952
NJBF000063113,1920
NJBF000058740,1948
NJBF000066762,1978
NJBF000065524,1957
NJBF000058870,1925
NJBF000053876,1969
NJBF000063640,1981
NJBF000059071,2013
NJBF000058057,1948
NJBF000061766,1951
NJBF000061450,1950
NJBF000053815,2011
NJBF000066767,1975
NJBF000059456,1956
NJBF000059148,1956
NJBF000060231,1962
NJBF000056792,1967
NJBF000063527,1990
NJBF000061445,1952
NJBF000052554,1947
NJBF000053489,2004
NJBF000072671,1969
NJBF000054047,1950
NJBF000059815,1950
NJBF000067458,1790
NJBF000056940,1967
NJBF000063696,1986
NJBF000066781,1976
NJBF000075056,1948
NJBF000074731,1925
NJBF000056611,1969
NJBF000056803,1969
NJBF000057059,1969
NJBF000072768,1969
NJBF000053411,1955
NJBF000060979,2016
NJBF000054392,1969
NJBF000056623,1955
NJBF000059978,1950
NJBF000055862,2003
NJBF000083116,1987
NJBF000053567,1969
NJBF000067964,1969
NJBF000072858,1971
NJBF000059981,1900
NJBF000065557,1969
NJBF000066427,1971
NJBF000059570,1925
NJBF000053838,2004
NJBF000053437,2014
NJBF000069035,1976
NJBF000052801,1957
NJBF000052256,1938
NJBF000054190,1980
NJBF000061737,1920
NJBF000060509,1989
NJBF000060557,1998
NJBF000053932,1965
NJBF000054126,1950
NJBF000068377,1967
NJBF000056082,1968
NJBF000052823,1974
NJBF000055737,1969
NJBF000061705,1980
NJBF000054594,1935
NJBF000066739,1963
NJBF000052453,2014
NJBF000061685,1958
NJBF000066020,1963
NJBF000055642,2004
NJBF000063036,1967
NJBF000064328,1974
NJBF000061047,1989
NJBF000069427,1969
NJBF000068805,1969
NJBF000068760,1969
NJBF000071359,1900
NJBF000071289,2000
NJBF000066107,1969
NJBF000055035,1964
NJBF000056228,1950
NJBF000062417,1978
NJBF000068561,1890
NJBF000068653,1915
NJBF000068392,1922
NJBF000069533,1969
NJBF000071129,1969
NJBF000057192,1941
NJBF000070556,1910
NJBF000059696,1940
NJBF000065626,1922
NJBF000059318,1930
NJBF000060812,1940
NJBF000053224,1950
NJBF000062004,1928
NJBF000068350,1900
NJBF000056865,1926
NJBF000056905,1926
NJBF000068420,1969
NJBF000065822,1969
NJBF000066581,1920
NJBF000061929,1923
NJBF000070224,1900
NJBF000062661,1920
NJBF000062611,1920
NJBF000068848,1969
NJBF000068902,1969
NJBF000068956,1969
NJBF000070347,1902
NJBF000059819,1925
NJBF000060436,1944
NJBF000052954,2009
NJBF000056300,2017
NJBF000067737,1968
NJBF000066658,1974
NJBF000074492,1979
NJBF000070325,1993
NJBF000060293,1950
NJBF000074807,1960
NJBF000062970,1978
NJBF000066341,1969
NJBF000066298,1969
NJBF000066265,1969
NJBF000065390,1922
NJBF000060176,1950
NJBF000057011,1976
NJBF000056917,1967
NJBF000061527,1950
NJBF000054411,2005
NJBF000056735,1954
NJBF000058827,1900
NJBF000075096,1905
NJBF000066924,1976
NJBF000070478,1920
NJBF000052565,1984
NJBF000065953,1969
NJBF000063308,2003
NJBF000075890,1972
NJBF000077576,1990
NJBF000062137,1978
NJBF000057291,1920
NJBF000060740,1920
NJBF000057648,1932
NJBF000070903,1920
NJBF000059044,1979
NJBF000064137,1910
NJBF000066640,1976
NJBF000074344,1968
NJBF000056871,1966
NJBF000052104,1940
NJBF000052121,1920
NJBF000056689,1961
NJBF000062226,1972
NJBF000056447,1950
NJBF000069284,1923
NJBF000072294,1900
NJBF000067780,1905
NJBF000059774,1950
NJBF000060043,1950
NJBF000060830,1950
NJBF000055094,1973
NJBF000074354,1920
NJBF000060048,1902
NJBF000060055,1969
NJBF000060012,1904
NJBF000060389,1964
NJBF000059108,1948
NJBF000063030,1950
NJBF000063162,2012
NJBF000060353,1925
NJBF000058686,1948
NJBF000058853,1954
NJBF000064710,1969
NJBF000087533,1975
NJBF000070363,1969
NJBF000066370,1969
NJBF000054568,1970
NJBF000067773,1900
NJBF000057762,2005
NJBF000066520,1965
NJBF000055209,1965
NJBF000062101,1890
NJBF000074633,1928
NJBF000065062,1930
NJBF000073895,1918
NJBF000063057,1920
NJBF000058668,1940
NJBF000058610,1940
NJBF000057945,1956
NJBF000059374,1910
NJBF000055981,1955
NJBF000060046,1930
NJBF000060191,1929
NJBF000059607,1985
NJBF000055441,1966
NJBF000067291,1969
NJBF000063277,1925
NJBF000051439,1969
NJBF000058834,1956
NJBF000052561,2013
NJBF000068264,1965
NJBF000068169,1965
NJBF000052857,1950
NJBF000052846,1920
NJBF000069821,1988
NJBF000052791,1951
NJBF000058312,1920
NJBF000058200,2015
NJBF000055851,1941
NJBF000067808,1969
NJBF000067042,1966
NJBF000072841,1969
NJBF000052767,1948
NJBF000065083,2000
NJBF000052649,1952
NJBF000056824,1970
NJBF000052634,2006
NJBF000052614,2006
NJBF000052261,1925
NJBF000052515,1962
NJBF000065318,2007
NJBF000061559,1984
NJBF000054664,1964
NJBF000069437,1969
NJBF000066861,1972
NJBF000059904,1930
NJBF000075591,1915
NJBF000064926,1925
NJBF000057603,1958
NJBF000073131,1969
NJBF000056885,1958
NJBF000062356,1956
NJBF000063879,1963
NJBF000060249,1969
NJBF000053305,2005
NJBF000063793,1953
NJBF000065136,1940
NJBF000063870,1969
NJBF000053331,2006
NJBF000051379,2016
NJBF000071217,1900
NJBF000068793,1969
NJBF000055587,1946
NJBF000072133,1900
NJBF000060795,1971
NJBF000060704,1924
NJBF000058769,1908
NJBF000060318,1930
NJBF000055639,1970
NJBF000066395,1965
NJBF000065496,1971
NJBF000059481,1930
NJBF000060471,1940
NJBF000060510,1946
NJBF000056311,2015
NJBF000058339,1925
NJBF000053188,1972
NJBF000060145,1960
NJBF000066644,1973
NJBF000065065,1928
NJBF000060681,1985
NJBF000058444,1948
NJBF000063303,2012
NJBF000060114,2003
NJBF000060066,1959
NJBF000061933,1924
NJBF000066250,1928
NJBF000066227,1928
NJBF000062256,1905
NJBF000079528,1982
NJBF000060283,1950
NJBF000061906,1960
NJBF000059751,1955
NJBF000059435,1970
NJBF000063207,1910
NJBF000065114,1950
NJBF000057840,2005
NJBF000058766,1950
NJBF000060508,1925
NJBF000057822,1955
NJBF000065015,1930
NJBF000054480,1957
NJBF000066809,1965
NJBF000054805,1963
NJBF000061111,1800
NJBF000056436,1969
NJBF000063695,2000
NJBF000066211,1981
NJBF000066667,1977
NJBF000057719,1950
NJBF000053203,1952
NJBF000056858,2016
NJBF000056746,1949
NJBF000059024,1951
NJBF000071232,1958
NJBF000059011,1930
NJBF000066853,1988
NJBF000053151,1950
NJBF000058400,1950
NJBF000062092,1960
NJBF000058109,1959
NJBF000056769,1925
NJBF000063049,1969
NJBF000074011,1922
NJBF000060622,1965
NJBF000060135,1925
NJBF000059755,1950
NJBF000060690,1940
NJBF000074531,1953
NJBF000063209,1966
NJBF000059131,1950
NJBF000063136,1964
NJBF000054373,1961
NJBF000058628,1925
NJBF000065006,1980
NJBF000074740,1920
NJBF000066668,1978
NJBF000062644,1970
NJBF000063865,1984
NJBF000059153,1925
NJBF000092068,1994
NJBF000053510,1966
NJBF000083549,1955
NJBF000062408,1966
NJBF000063880,1983
NJBF000060010,1929
NJBF000059946,1927
NJBF000054541,1953
NJBF000060375,1963
NJBF000060369,1963
NJBF000059532,1925
NJBF000059538,1925
NJBF000074788,1969
NJBF000056904,1970
NJBF000066382,1900
NJBF000074579,1912
NJBF000059595,2013
NJBF000059541,1964
NJBF000060434,1950
NJBF000052424,2007
NJBF000055478,1979
NJBF000052674,1950
NJBF000059167,1980
NJBF000055562,1931
NJBF000052734,2006
NJBF000054720,1964
NJBF000052296,1938
NJBF000056264,1925
NJBF000072681,1969
NJBF000072541,1969
NJBF000052275,1938
NJBF000054097,1969
NJBF000052704,1980
NJBF000059268,1963
NJBF000062042,1964
NJBF000051562,1922
NJBF000051398,1969
NJBF000054086,1966
NJBF000059258,2005
NJBF000059287,1988
NJBF000055355,1967
NJBF000051516,1998
NJBF000061382,1969
NJBF000055213,1970
NJBF000051387,1975
NJBF000054178,1925
NJBF000051377,2008
NJBF000055155,1964
NJBF000051346,1980
NJBF000066791,1983
NJBF000066764,1983
NJBF000065862,1972
NJBF000066678,1974
NJBF000055403,1969
NJBF000051262,1986
NJBF000057953,1925
NJBF000089484,1980
NJBF000065234,1911
NJBF000054651,1999
NJBF000052609,1950
NJBF000062490,1970
NJBF000052608,2015
NJBF000054341,1981
NJBF000054033,1950
NJBF000060456,1996
NJBF000058472,1957
NJBF000058152,1961
NJBF000052994,1950
NJBF000052999,1955
NJBF000058430,1958
NJBF000053454,1950
NJBF000053263,1950
NJBF000052740,2005
NJBF000051578,2013
NJBF000052636,2015
NJBF000052856,2004
NJBF000052708,1952
NJBF000052549,1951
NJBF000052079,2004
NJBF000052763,1950
NJBF000052836,1952
NJBF000053491,1957
NJBF000069027,1969
NJBF000053742,2006
NJBF000062211,2008
NJBF000054927,1966
NJBF000054151,2003
NJBF000053993,1969
NJBF000059227,2004
NJBF000062582,2003
NJBF000054040,1930
NJBF000051367,2006
NJBF000065108,1920
NJBF000062930,1977
NJBF000051385,1969
NJBF000051376,1969
NJBF000051380,1969
NJBF000062624,1964
NJBF000059954,1950
NJBF000061550,2008
NJBF000062161,1969
NJBF000059026,1948
NJBF000058540,1925
NJBF000065724,1920
NJBF000057236,2006
NJBF000057278,1929
NJBF000061355,1973
NJBF000057759,1952
NJBF000058710,2016
NJBF000059914,1956
NJBF000056270,1952
NJBF000058920,1972
NJBF000055805,1951
NJBF000055956,1950
NJBF000056531,1951
NJBF000059116,1953
NJBF000058333,1930
NJBF000054938,2006
NJBF000058233,1955
NJBF000058634,1969
NJBF000053947,1920
NJBF000054508,1950
NJBF000054892,1958
NJBF000055894,1950
NJBF000054399,1969
NJBF000060776,1956
NJBF000054571,1950
NJBF000059487,1989
NJBF000054944,1950
NJBF000057811,1962
NJBF000059803,1940
NJBF000058154,2016
NJBF000056001,1948
NJBF000053679,1930
NJBF000057119,1989
NJBF000060308,1952
NJBF000059205,2012
NJBF000060374,1950
NJBF000055930,1952
NJBF000055888,2003
NJBF000059854,1950
NJBF000059651,1950
NJBF000060029,1952
NJBF000058207,1930
NJBF000053980,1988
NJBF000059756,1929
NJBF000058353,1960
NJBF000058300,1955
NJBF000054258,1969
NJBF000058255,1930
NJBF000058612,1940
NJBF000058010,1950
NJBF000054586,2010
NJBF000053969,1969
NJBF000054194,1955
NJBF000056486,1950
NJBF000056741,1951
NJBF000054222,1954
NJBF000056421,2016
NJBF000056423,1950
NJBF000056974,1948
NJBF000056152,1986
NJBF000054704,2007
NJBF000057578,2003
NJBF000057806,1965
NJBF000058175,1954
NJBF000072044,1900
NJBF000055660,1971
NJBF000071088,1900
NJBF000069380,2000
NJBF000074063,1920
NJBF000074050,1926
NJBF000073679,1969
NJBF000074837,1948
NJBF000074784,1915
NJBF000074760,1915
NJBF000073738,1969
NJBF000074416,1949
NJBF000068876,1988
NJBF000057177,1969
NJBF000057226,1973
NJBF000075098,1969
NJBF000057773,2000
NJBF000079485,1995
NJBF000069407,1969
NJBF000074824,1948
NJBF000074573,1948
NJBF000078926,1992
NJBF000075080,1910
NJBF000073663,2016
NJBF000074103,1920
NJBF000075149,1922
NJBF000074031,1926
NJBF000073078,1920
NJBF000054305,1957
NJBF000076590,1936
NJBF000055966,1968
NJBF000055017,1957
NJBF000055841,1966
NJBF000075046,1973
NJBF000051845,1920
NJBF000057098,1970
NJBF000054996,1971
NJBF000058331,1983
NJBF000058899,1985
NJBF000057758,1980
NJBF000052374,2007
NJBF000052372,1940
NJBF000054572,1960
NJBF000052315,2007
NJBF000054590,1957
NJBF000054601,1957
NJBF000059236,1922
NJBF000062784,1940
NJBF000066635,1974
NJBF000064021,1986
NJBF000066164,1978
NJBF000066404,1965
NJBF000064564,1910
NJBF000066587,1976
NJBF000066573,1978
NJBF000066489,1972
NJBF000061801,1928
NJBF000063450,1930
NJBF000063477,1925
NJBF000064572,1929
NJBF000064542,1925
NJBF000058850,1994
NJBF000066396,1979
NJBF000066194,1972
NJBF000059455,1925
NJBF000063878,1922
NJBF000059421,1923
NJBF000066139,1969
NJBF000062255,1938
NJBF000065019,1969
NJBF000063918,1924
NJBF000059359,1925
NJBF000062260,1945
NJBF000054621,1958
NJBF000065012,1929
NJBF000058666,2009
NJBF000062224,1926
NJBF000062210,1950
NJBF000065323,1960
NJBF000064990,1968
NJBF000064961,1928
NJBF000062294,1924
NJBF000062234,1980
NJBF000064536,1908
NJBF000064543,1947
NJBF000064785,1969
NJBF000064873,1969
NJBF000064828,1972
NJBF000064923,1940
NJBF000064534,1915
NJBF000064904,1929
NJBF000064925,1910
NJBF000064835,1930
NJBF000064552,1996
NJBF000064547,1958
NJBF000064987,1952
NJBF000064881,1964
NJBF000064749,2016
NJBF000064815,1969
NJBF000064826,1970
NJBF000064854,1950
NJBF000064675,1925
NJBF000064633,1925
NJBF000064864,1920
NJBF000064768,1929
NJBF000064683,1985
NJBF000064855,1910
NJBF000064885,1910
NJBF000064662,1930
NJBF000064853,1930
NJBF000064757,1952
NJBF000064741,1962
NJBF000064851,1920
NJBF000064784,1962
NJBF000064740,1969
NJBF000064827,2015
NJBF000064847,1912
NJBF000064692,1920
NJBF000064680,1967
NJBF000064817,1929
NJBF000054338,1967
NJBF000064838,1925
NJBF000064789,1960
NJBF000064358,1969
NJBF000059698,2009
NJBF000059679,1920
NJBF000059727,1925
NJBF000054198,1955
NJBF000064375,1960
NJBF000064339,1952
NJBF000064421,1927
NJBF000059660,1954
NJBF000064392,1940
NJBF000059616,1925
NJBF000059672,1925
NJBF000064436,1939
NJBF000064428,1958
NJBF000064389,1920
NJBF000064366,1962
NJBF000064229,1900
NJBF000064323,1958
NJBF000064231,1915
NJBF000064314,1930
NJBF000064334,1960
NJBF000065051,1991
NJBF000064241,1930
NJBF000064240,1951
NJBF000064287,1956
NJBF000064333,1920
NJBF000064360,1920
NJBF000064305,1929
NJBF000064330,1930
NJBF000064225,1950
NJBF000064344,1960
NJBF000064221,1958
NJBF000064245,1946
NJBF000064350,1910
NJBF000064272,1925
NJBF000064324,1929
NJBF000054230,1956
NJBF000064295,1945
NJBF000064002,1920
NJBF000064125,1902
NJBF000063998,1928
NJBF000063954,1924
NJBF000055367,2003
NJBF000064117,1959
NJBF000064186,1969
NJBF000064010,1930
NJBF000064206,1929
NJBF000064173,1925
NJBF000064172,1969
NJBF000054076,1967
NJBF000063846,1925
NJBF000063829,1925
NJBF000063820,1905
NJBF000063963,1950
NJBF000063821,1920
NJBF000063898,1903
NJBF000063889,1987
NJBF000063856,1978
NJBF000063774,1940
NJBF000063762,1972
NJBF000063955,1924
NJBF000063758,1928
NJBF000063947,1949
NJBF000063979,1930
NJBF000063803,1890
NJBF000070067,1969
NJBF000063881,1956
NJBF000063813,1992
NJBF000063781,1992
NJBF000063775,1915
NJBF000063686,1970
NJBF000063599,1925
NJBF000063796,1925
NJBF000063649,1940
NJBF000063749,1900
NJBF000063772,1920
NJBF000063638,1920
NJBF000063526,1969
NJBF000063645,1910
NJBF000063558,1920
NJBF000063576,1969
NJBF000063743,1912
NJBF000063667,1925
NJBF000063687,1911
NJBF000063639,1911
NJBF000063764,1900
NJBF000061399,1974
NJBF000063481,1989
NJBF000063232,1980
NJBF000063441,1980
NJBF000063370,1980
NJBF000063283,1980
NJBF000063424,1927
NJBF000063413,1940
NJBF000055697,1969
NJBF000053765,1967
NJBF000063181,1925
NJBF000053983,1920
NJBF000051423,1949
NJBF000062595,1925
NJBF000062581,1953
NJBF000062588,1957
NJBF000062700,1920
NJBF000062711,1920
NJBF000062438,1966
NJBF000062657,1935
NJBF000062576,1947
NJBF000062600,1933
NJBF000060582,1950
NJBF000057613,1987
NJBF000053744,1966
NJBF000066166,1969
NJBF000062991,1969
NJBF000062517,1953
NJBF000053647,1961
NJBF000053106,1951
NJBF000062518,1950
NJBF000062569,1950
NJBF000057712,1928
NJBF000062714,1965
NJBF000062540,1950
NJBF000062439,1941
NJBF000069177,1900
NJBF000062486,1928
NJBF000061753,1968
NJBF000062444,1920
NJBF000062409,1940
NJBF000062375,1916
NJBF000062469,1920
NJBF000062519,1928
NJBF000062362,1945
NJBF000062380,1989
NJBF000062446,1940
NJBF000056723,1969
NJBF000062286,1944
NJBF000058361,1956
NJBF000064875,1949
NJBF000059164,1987
NJBF000059101,2004
NJBF000051480,1940
NJBF000060917,2002
NJBF000067284,1950
NJBF000062186,1961
NJBF000083295,2001
NJBF000066784,1977
NJBF000066975,1980
NJBF000057274,1954
NJBF000066680,1967
NJBF000057329,2009
NJBF000066049,1963
NJBF000052717,1969
NJBF000052993,1969
NJBF000053096,1969
NJBF000052832,1969
NJBF000053018,1969
NJBF000053246,1969
NJBF000053085,1969
NJBF000052971,1969
NJBF000053193,1969
NJBF000052990,1969
NJBF000053133,1969
NJBF000053034,1969
NJBF000053063,1969
NJBF000053006,1969
NJBF000052937,1969
NJBF000053011,1969
NJBF000053001,1969
NJBF000052945,1969
NJBF000052936,1969
NJBF000053269,1969
NJBF000053190,1969
NJBF000053303,1969
NJBF000052884,1969
NJBF000053159,1969
NJBF000053039,1969
NJBF000053036,1969
NJBF000052966,1969
NJBF000053135,1969
NJBF000083184,1900
NJBF000083193,1901
NJBF000059708,1955
NJBF000070440,1969
NJBF000064170,1940
NJBF000063433,1920
NJBF000059249,1935
NJBF000053606,1961
NJBF000067541,1900
NJBF000062141,1905
NJBF000083779,1952
NJBF000065620,1930
NJBF000062170,1901
NJBF000061997,1947
NJBF000062075,1947
NJBF000065609,1963
NJBF000065669,1989
NJBF000062154,1947
NJBF000062182,1930
NJBF000061990,1936
NJBF000083840,1950
NJBF000062087,1950
NJBF000062058,1928
NJBF000062081,1922
NJBF000062020,1940
NJBF000062012,1920
NJBF000061946,1930
NJBF000062008,1920
NJBF000062064,1975
NJBF000061987,1980
NJBF000061922,1998
NJBF000062090,1938
NJBF000061905,1969
NJBF000061840,1969
NJBF000065500,1955
NJBF000065398,1946
NJBF000061912,1924
NJBF000061924,1974
NJBF000062250,1955
NJBF000061953,1928
NJBF000061703,1980
NJBF000061750,1980
NJBF000061844,1989
NJBF000061754,1960
NJBF000061603,1950
NJBF000061590,1935
NJBF000061710,2014
NJBF000061561,1964
NJBF000061575,1978
NJBF000061728,1952
NJBF000061546,1969
NJBF000061539,1928
NJBF000061626,1915
NJBF000061916,1930
NJBF000061730,1936
NJBF000061622,1975
NJBF000061636,2015
NJBF000061668,1978
NJBF000061600,2009
NJBF000061765,1920
NJBF000061918,1930
NJBF000061146,2008
NJBF000060541,1948
NJBF000061123,1902
NJBF000065256,1968
NJBF000061166,1922
NJBF000061282,1968
NJBF000061358,1925
NJBF000061296,1925
NJBF000060646,1990
NJBF000061131,1925
NJBF000061324,1969
NJBF000060946,1970
NJBF000060971,1925
NJBF000061011,1928
NJBF000060844,1916
NJBF000060770,1902
NJBF000060930,1998
NJBF000060983,1948
NJBF000061031,1950
NJBF000065155,1962
NJBF000060863,1932
NJBF000061027,1930
NJBF000060958,1970
NJBF000061005,1960
NJBF000060982,1940
NJBF000060937,1925
NJBF000061040,1920
NJBF000061076,1960
NJBF000061041,1960
NJBF000061112,1910
NJBF000061059,1910
NJBF000060968,1963
NJBF000061068,1925
NJBF000061010,1925
NJBF000059358,2009
NJBF000065240,1958
NJBF000065061,1930
NJBF000065087,1932
NJBF000068296,1969
NJBF000068285,1969
NJBF000068273,1969
NJBF000068239,1969
NJBF000055991,1979
NJBF000067654,1910
NJBF000065035,1930
NJBF000064964,1969
NJBF000082947,1917
NJBF000067508,1900
NJBF000064959,2016
NJBF000083851,1969
NJBF000055494,1931
NJBF000055608,1923
NJBF000064842,1956
NJBF000064825,1969
NJBF000083993,1851
NJBF000071096,1969
NJBF000083619,1990
NJBF000070592,1920
NJBF000055712,1986
NJBF000064432,1922
NJBF000059704,1910
NJBF000084004,1900
NJBF000066424,1911
NJBF000066464,1900
NJBF000083352,1950
NJBF000064455,1930
NJBF000071993,1900
NJBF000064338,1925
NJBF000056532,1945
NJBF000064246,1969
NJBF000083699,1988
NJBF000068365,1969
NJBF000064234,1960
NJBF000064319,1958
NJBF000071820,1969
NJBF000071666,1969
NJBF000078289,1962
NJBF000083602,1962
NJBF000057155,1956
NJBF000057019,1957
NJBF000057325,1958
NJBF000069927,1960
NJBF000064015,1960
NJBF000071987,1900
NJBF000083866,1969
NJBF000058193,1950
NJBF000063901,1940
NJBF000082021,1936
NJBF000063795,1969
NJBF000066872,1930
NJBF000058222,1967
NJBF000072210,1900
NJBF000058060,2009
NJBF000054137,1969
NJBF000063769,1979
NJBF000055476,1991
NJBF000063643,1925
NJBF000063657,1918
NJBF000066879,1900
NJBF000064750,1929
NJBF000063725,1925
NJBF000063748,1925
NJBF000058782,1925
NJBF000058790,1939
NJBF000093309,1969
NJBF000059078,1952
NJBF000092166,1942
NJBF000092156,1942
NJBF000067506,1915
NJBF000063391,1928
NJBF000091957,1925
NJBF000091943,1925
NJBF000063292,1920
NJBF000059747,1950
NJBF000059260,1948
NJBF000059905,1942
NJBF000068898,1969
NJBF000092197,1969
NJBF000092558,1951
NJBF000067083,1976
NJBF000060033,1929
NJBF000060026,1930
NJBF000092306,1967
NJBF000092103,1969
NJBF000092950,1984
NJBF000092981,1984
NJBF000059920,1948
NJBF000063122,1932
NJBF000063102,1925
NJBF000059548,1925
NJBF000063047,1940
NJBF000051711,2000
NJBF000091996,1960
NJBF000091999,1960
NJBF000066960,1969
NJBF000062914,1900
NJBF000062846,1900
NJBF000053611,1984
NJBF000053699,1947
NJBF000053984,1925
NJBF000053996,1925
NJBF000066855,1930
NJBF000062863,1972
NJBF000092127,1964
NJBF000067066,1986
NJBF000062738,1972
NJBF000070128,1900
NJBF000062755,1950
NJBF000068129,1920
NJBF000062681,1972
NJBF000065115,1965
NJBF000091850,1930
NJBF000054641,1946
NJBF000062648,1953
NJBF000062664,1972
NJBF000062613,1913
NJBF000067982,1900
NJBF000062625,1989
NJBF000068923,1900
NJBF000066567,1969
NJBF000092222,1999
NJBF000068604,1900
NJBF000055337,1941
NJBF000062398,1958
NJBF000068342,1910
NJBF000066207,1900
NJBF000070082,1969
NJBF000070045,1969
NJBF000055745,1989
NJBF000062424,1918
NJBF000055988,1925
NJBF000055950,1948
NJBF000091986,2004
NJBF000056485,1925
NJBF000092275,1955
NJBF000051939,1973
NJBF000052046,1973
NJBF000052015,1973
NJBF000051968,1973
NJBF000052018,1973
NJBF000067410,1925
NJBF000057785,1953
NJBF000087575,1985
NJBF000058857,1927
NJBF000087955,1993
NJBF000092096,1971
NJBF000059709,2014
NJBF000068244,1969
NJBF000086553,1992
NJBF000058073,1966
NJBF000059686,2014
NJBF000056979,1956
NJBF000086652,1987
NJBF000058809,1926
NJBF000056633,1962
NJBF000062350,1930
NJBF000086724,1754
NJBF000086844,1830
NJBF000087142,2001
NJBF000064806,1925
NJBF000087333,1970
NJBF000087336,1970
NJBF000062115,1912
NJBF000057848,1935
NJBF000058344,1955
NJBF000061466,2012
NJBF000068132,1900
NJBF000072679,1900
NJBF000058015,1995
NJBF000070960,1999
NJBF000058893,1954
NJBF000087700,1969
NJBF000087745,1969
NJBF000087755,1969
NJBF000087768,1969
NJBF000087781,1969
NJBF000062106,1958
NJBF000061910,1928
NJBF000062066,1946
NJBF000061986,1910
NJBF000061895,1910
NJBF000087199,2000
NJBF000053178,1930
NJBF000053346,1954
NJBF000053318,1954
NJBF000087545,1990
NJBF000087553,1990
NJBF000062025,1912
NJBF000067697,1999
NJBF000067655,1999
NJBF000067583,1999
NJBF000067514,1999
NJBF000067391,1999
NJBF000067368,1999
NJBF000067424,1999
NJBF000053443,2003
NJBF000061720,1960
NJBF000053842,1925
NJBF000053826,1993
NJBF000052834,1949
NJBF000054473,1986
NJBF000054252,1950
NJBF000061608,1948
NJBF000061770,1960
NJBF000061577,1980
NJBF000054231,1956
NJBF000054251,1930
NJBF000062487,1920
NJBF000061760,1925
NJBF000086206,1956
NJBF000070953,1900
NJBF000060562,2016
NJBF000055648,1946
NJBF000055963,1962
NJBF000061130,1925
NJBF000065007,1969
NJBF000068903,1969
NJBF000061082,1970
NJBF000054514,1930
NJBF000057869,1948
NJBF000062464,1990
NJBF000061024,1958
NJBF000055034,1968
NJBF000052476,1956
NJBF000061505,1990
NJBF000056166,1983
NJBF000060920,1940
NJBF000051469,1969
NJBF000060993,1952
NJBF000059918,2000
NJBF000065880,1925
NJBF000068384,1900
NJBF000060881,1955
NJBF000060763,1940
NJBF000060903,1956
NJBF000060855,1928
NJBF000060862,1948
NJBF000055716,1961
NJBF000071941,1969
NJBF000068357,1963
NJBF000062707,1924
NJBF000060793,1930
NJBF000057794,1945
NJBF000051505,1920
NJBF000056327,1930
NJBF000056405,1927
NJBF000056644,1950
NJBF000064527,1968
NJBF000056357,1950
NJBF000060270,1923
NJBF000057089,1925
NJBF000060136,1920
NJBF000060113,1969
NJBF000070499,1969
NJBF000074057,1924
NJBF000074049,1922
NJBF000067979,1920
NJBF000060150,1920
NJBF000060141,1933
NJBF000065504,1900
NJBF000076034,1950
NJBF000069121,1900
NJBF000067144,1969
NJBF000060810,1945
NJBF000055125,1957
NJBF000057115,1929
NJBF000069985,1900
NJBF000069024,1920
NJBF000069322,1900
NJBF000062199,1940
NJBF000057133,1953
NJBF000065748,1900
NJBF000065717,1920
NJBF000069389,1976
NJBF000057562,1940
NJBF000052058,2006
NJBF000069947,1985
NJBF000057159,1969
NJBF000072946,1987
NJBF000065897,1900
NJBF000087956,1930
NJBF000071787,1984
NJBF000053312,2004
NJBF000067867,1972
NJBF000069859,2000
NJBF000076689,1936
NJBF000068507,2000
NJBF000066706,1900
NJBF000069866,2000
NJBF000068488,1969
NJBF000069008,1969
NJBF000073850,1969
NJBF000066140,1900
NJBF000072712,1969
